Lift,,," 1. elevator, lift ",,,,,,,
Liga,,," 1. connection, league ",,,,,,,
Likör,,, 1. liqueur ,,,,,,,
Lilie,,, 1. lily ,,,,,,,
Limonade,,, 1. lemonade ,,,,,,,
Limone,,, 1. lime ,,,,,,,
Linde,,," 1. lime-tree, linden-tree ",,,,,,,
Lindenbaum,,," 1. lime-tree, linden-tree ",,,,,,,
Linie,,, 1. line ,,,,,,,
Linnen,,, 1. linen ,,,,,,,
Linoleum,,, 1. lineseed oil ,,,,,,,
Linse,,, 1. lentil ,,,,,,,
Lippe,,, 1. lip ,,,,,,,
List,,," 1. ruse, trick ",,,,,,,
Liste,,, 1. list ,,,,,,,
Litanei,,, 1. litany ,,,,,,,
Litauen,,, 1. Lithuania ,,,,,,,
Liter,,," 1. liter, litre ",,,,,,,
Literatur,,, 1. literature ,,,,,,,
Lithauer,,, 1. Lithuanian ,,,,,,,
Lithium,,, 1. lithium ,,,,,,,
Liturgie,,, 1. liturgy ,,,,,,,
Lizenz,,," 1. licence, license ",,,,,,,
Lob,,, 1. praise ,,,,,,,
Lobgesang,,," 1. anthem, hymn ",,,,,,,
Loch,,," 1. aperture, opening ", 2. hole ,,,,,,
Locke,,, 1. curl ,,,,,,,
Logik,,, 1. logic ,,,,,,,
Lohn,,," 1. compensation, reward ",,,,,,,
Lokomotive,,, 1. engine ,,,,,,,
London,,, 1. London ,,,,,,,
Lorbeer,,, 1. laurel ,,,,,,,
Lorbeerbaum,,, 1. laurel ,,,,,,,
Lord,,, 1. lord ,,,,,,,
Los,,," 1. destiny, fate, fortune, luck ",,,,,,,
Lothringen,,," 1. Lorraine, Lothringen ",,,,,,,
Lotterie,,," 1. lottery, raffle ",,,,,,,
Lotto,,," 1. lottery, raffle ",,,,,,,
Luchs,,, 1. lynx ,,,,,,,
Luft,,, 1. air ,,,,,,,
Luftballon,,," 1. balloon, air-balloon ",,,,,,,
Luftdruck,,, 1. air-pressure ,,,,,,,
Luftschiffahrtskunde,,, 1. aeronautics ,,,,,,,
Luftschiffer,,, 1. aeronaut ,,,,,,,
Luftspiegelung,,, 1. mirage ,,,,,,,
Lunch,,," 1. lunch, snack ",,,,,,,
Lunge,,, 1. lung ,,,,,,,
Lunte,,, 1. tail ,,,,,,,
Lust,,," 1. desire, want, wish "," 2. disposal, inclination, tendency "," 3. lust, passion "," 4. lust, sexual pleasure ",,,,
Lustspiel,,, 1. comedy ,,,,,,,
Luxus,,, 1. luxury ,,,,,,,
Luzern,,, 1. Lucerne ,,,,,,,
Luzifer,,, 1. Lucifer ,,,,,,,
Lyceum,,, 1. lyceum ,,,,,,,
Lähmung,,, 1. paralysis ,,,,,,,
Lärche,,, 1. larch ,,,,,,,
Lästiges,,," 1. abashment, embarrassment, perplexity ",,,,,,,
Löffel,,, 1. spoon ,,,,,,,
Löschpapier,,," 1. blotter, blotting paper ",,,,,,,
Lösung,,, 1. solution ,,,,,,,
Löwe,,, 1. lion ,,,,,,,
Löwen,,, 1. Louvain ,,,,,,,
Löwenzahn,,, 1. dandelion ,,,,,,,
Lücke,,," 1. breach, gap ",,,,,,,
Lüster,,, 1. chandelier ,,,,,,,
Lüttich,,, 1. Liège ,,,,,,,
Macht,,, 1. power , 2. ability ,,,,,,
Madonna,,, 1. Madonna ,,,,,,,
Madrid,,, 1. Madrid ,,,,,,,
Magazin,,, 1. warehouse ,,,,,,,
Magd,,," 1. maid, servant ",,,,,,,
Magen,,, 1. stomach ,,,,,,,
Magie,,, 1. magic ,,,,,,,
Magister,,, 1. master ,,,,,,,
Magnesium,,, 1. magnesium ,,,,,,,
Magnet,,, 1. magnet ,,,,,,,
Mahlzeit,,, 1. meal ,,,,,,,
Mai,,, 1. May ,,,,,,,
Maiblümchen,,, 1. lily-of-the-valley ,,,,,,,
Maikäfer,,, 1. june bug ,,,,,,,
Mailand,,, 1. Milan ,,,,,,,
Mais,,," 1. corn, Indian corn, maize, mealies ",,,,,,,
Majestät,,," 1. excellency, majesty ",,,,,,,
Major,,, 1. major ,,,,,,,
Majoran,,, 1. majoram ,,,,,,,
Makkaroni,,, 1. macaroni ,,,,,,,
Makler,,, 1. broker ,,,,,,,
Makrele,,, 1. mackerel ,,,,,,,
Mal,,," 1. occasion, time ",,,,,,,
Malaria,,, 1. malaria ,,,,,,,
Malaye,,, 1. Malay ,,,,,,,
Maler,,, 1. painter , 2. painter ,,,,,,
Malve,,, 1. mallow ,,,,,,,
Malz,,, 1. malt ,,,,,,,
Mama,,," 1. mam, mammy, mom, mommy ",,,,,,,
Mamachen,,," 1. mam, mammy, mom, mommy ",,,,,,,
Mandat,,, 1. mandate ,,,,,,,
Mandel,,, 1. almond ,,,,,,,
Mangan,,, 1. manganese ,,,,,,,
Mangold,,, 1. beet ,,,,,,,
Manie,,, 1. addiction ,,,,,,,
Manier,,," 1. manner, mode, way ",,,,,,,
Manifest,,, 1. manifest ,,,,,,,
Manipulation,,, 1. treatment ,,,,,,,
Manko,,," 1. absence, lack, shortage, shortcoming ",,,,,,,
Mann,,," 1. fellow, man ",,,,,,,
Mannschaft,,, 1. crew ,,,,,,,
Mansarde,,," 1. attic, garret ",,,,,,,
Mantel,,," 1. cloak, mantle "," 2. coat, overcoat "," 3. coat, overcoat ",,,,,
Manuskript,,, 1. manuscript ,,,,,,,
Manöver,,," 1. maneuver, manoeuvre, manoeuvre ",,,,,,,
Marder,,, 1. marten ,,,,,,,
Margarine,,, 1. margarine ,,,,,,,
Marienblume,,, 1. daisy ,,,,,,,
Marienkäfer,,, 1. ladybug ,,,,,,,
Marille,,, 1. apricot ,,,,,,,
Marionette,,," 1. marionette, puppet ",,,,,,,
Mariä Verkündigung,,," 1. Annunciation, Lady Day ",,,,,,,
Marke,,," 1. code, secret code ",,,,,,,
Markise,,," 1. penthouse, shed ",,,,,,,
Markt,,," 1. bazaar, fair, market "," 2. fair, market "," 3. market, sales activity ",,,,,
Marktplatz,,," 1. market, marketplace ",,,,,,,
Marmelade,,," 1. jam, marmelade ",,,,,,,
Marmor,,, 1. marble ,,,,,,,
Marokko,,, 1. Morocco ,,,,,,,
Marone,,, 1. chestnut ,,,,,,,
Marsch,,, 1. walk ,,,,,,,
Marter,,, 1. torment ,,,,,,,
Masche,,," 1. loop, mesh ",,,,,,,
Maschine,,," 1. engine, machine ",,,,,,,
Maschinerie,,, 1. machinery ,,,,,,,
Maser,,, 1. measles ,,,,,,,
Maske,,, 1. mask ,,,,,,,
Massage,,, 1. massage ,,,,,,,
Masse,,," 1. lump, mass ",,,,,,,
Mast,,, 1. mast ,,,,,,,
Mastik,,, 1. putty ,,,,,,,
Mater,,, 1. matrix ,,,,,,,
Material,,," 1. data, material ",,,,,,,
Materie,,, 1. matter ,,,,,,,
Mathematik,,, 1. mathematics ,,,,,,,
Matratze,,, 1. mattress ,,,,,,,
Matrize,,, 1. matrix ,,,,,,,
Matte,,, 1. mat ,,,,,,,
Matterhorn,,, 1. Matterhorn ,,,,,,,
Mauer,,, 1. wall ,,,,,,,
Maul,,," 1. jaws, mouth, muzzle ", 2. mouth ,,,,,,
Maulbeerbaum,,, 1. mulberry-tree , 2. mulberry-tree ,,,,,,
Maulbeerspinner,,, 1. silkworm ,,,,,,,
Maulesel,,, 1. mule ,,,,,,,
Maulkorb,,, 1. muzzle ,,,,,,,
Maultier,,, 1. mule ,,,,,,,
Maulwurf,,, 1. mole ,,,,,,,
Maurer,,, 1. mason ,,,,,,,
Maus,,, 1. mouse ,,,,,,,
Maximum,,, 1. maximum ,,,,,,,
Maß,,," 1. measure, measurement ",,,,,,,
Maßstab,,, 1. scale ,,,,,,,
Mechanik,,, 1. mechanics ,,,,,,,
Mechaniker,,, 1. mechanic ,,,,,,,
Medaille,,, 1. medal ,,,,,,,
Medizin,,," 1. medicine, practice of medicine ",,,,,,,
Meer,,, 1. sea ,,,,,,,
Meeresboden,,," 1. bottom of the sea, sea-bottom ",,,,,,,
Meerrettich,,," 1. horse-radish, horseradish ",,,,,,,
Meerschweinchen,,, 1. guinea-pig ,,,,,,,
Megäre,,," 1. shrew, vixen, Xanthippe ",,,,,,,
Mehl,,," 1. flour, meal ",,,,,,,
Mehrwehrtsteuer,,, 1. VAT ,,,,,,,
Mehrwertsteuer,,, 1. VAT ,,,,,,,
Meile,,, 1. mile ,,,,,,,
Meinung,,, 1. opinion , 2. meaning ,,,,,,
Meise,,, 1. titmouse ,,,,,,,
Meister,,," 1. adept, maestro, master ",,,,,,,
Meißel,,, 1. chisel ,,,,,,,
Melancholie,,, 1. melancholy ,,,,,,,
Melde,,, 1. orache ,,,,,,,
Meldung,,," 1. account, record, report ",,,,,,,
Melodie,,," 1. melody, tune ",,,,,,,
Melodram,,, 1. melodrama ,,,,,,,
Melone,,, 1. melon ,,,,,,,
Menge,,," 1. accumulation, crowd, heap, mass, multitude, pile ", 2. quantity ,,,,,,
Mensch,,," 1. man, human being ",,,,,,,
Menschenfresser,,, 1. cannibal ,,,,,,,
Menschenkunde,,, 1. anthropology ,,,,,,,
Menü,,, 1. menu , 2. menu ,,,,,,
Merkmal,,, 1. attribute ,,,,,,,
Merkzeichen,,," 1. character, mark, sign, signal, token ",,,,,,,
Messe,,," 1. fair, market ", 2. mass ,,,,,,
Messer,,, 1. knife ,,,,,,,
Messias,,, 1. Messiah ,,,,,,,
Messing,,, 1. brass , 2. brass ,,,,,,
Metall,,, 1. metal ,,,,,,,
Metamorphose,,," 1. metamorphosis, recreation, regeneration, transformation ",,,,,,,
Metapher,,, 1. metaphor ,,,,,,,
Meteor,,, 1. atmospheric phenomenon ,,,,,,,
Meteorologie,,, 1. meteorology ,,,,,,,
Meteorstein,,, 1. meteoric stone ,,,,,,,
Meter,,, 1. metre ,,,,,,,
Methode,,, 1. method ,,,,,,,
Metropole,,, 1. metropolis ,,,,,,,
Metropolit,,, 1. archbishop ,,,,,,,
Meßdiener,,, 1. acolyte ,,,,,,,
Miene,,, 1. expression ,,,,,,,
Miesmuschel,,, 1. mussel ,,,,,,,
Mieze,,, 1. female cat ,,,,,,,
Mikrob,,," 1. germ, microbe ",,,,,,,
Mikrometer,,, 1. micrometre ,,,,,,,
Mikrophon,,, 1. microphone ,,,,,,,
Mikroskop,,, 1. microscope ,,,,,,,
Milbe,,, 1. mite ,,,,,,,
Milch,,, 1. milk , 2. roe ,,,,,,
Milchgeschäft,,, 1. dairy ,,,,,,,
Milieu,,, 1. environment ,,,,,,,
Millimeter,,, 1. millimetre ,,,,,,,
Million,,, 1. million ,,,,,,,
Millionär,,, 1. millionaire ,,,,,,,
Mineral,,, 1. mineral ,,,,,,,
Minimum,,, 1. minimum ,,,,,,,
Minister,,, 1. minister ,,,,,,,
Ministerium,,, 1. ministry , 2. ministry ,,,,,,
Minute,,, 1. minute ,,,,,,,
Minze,,, 1. mint ,,,,,,,
Mirakel,,, 1. miracle ,,,,,,,
Mischen,,, 1. admixture ,,,,,,,
Mischling,,, 1. bastard ,,,,,,,
Mischung,,, 1. admixture ,,,,,,,
Mission,,, 1. mission ,,,,,,,
Missionar,,, 1. missionary ,,,,,,,
Mist,,," 1. fertilizer, manure ",,,,,,,
Mitgift,,, 1. dowry ,,,,,,,
Mitglied,,," 1. limb, member ",,,,,,,
Mitglied eines Klubs,,, 1. club member ,,,,,,,
Mitlauter,,, 1. consonant ,,,,,,,
Mitleid,,, 1. mercy ,,,,,,,
Mitleid haben,,," 1. have compassion on, pity ",,,,,,,
Mitra,,," 1. miter, mitre ",,,,,,,
Mittagessen,,," 1. dinner, midday meal ",,,,,,,
Mitte,,," 1. average, mean, middle ",,,,,,,
Mitteilung,,," 1. account, communication ",,,,,,,
Mittel-,,," 1. average, mean, middle ",,,,,,,
Mittel,,," 1. agent, means, tool "," 2. average, mean, middle "," 3. means, remedy, resources ",,,,,
Mittelmeer,,, 1. Mediterranean ,,,,,,,
Mittelpunkt,,, 1. centre ,,,,,,,
Mittelwort,,, 1. participle ,,,,,,,
Mittwoch,,, 1. Wednesday ,,,,,,,
Mißerfolg,,," 1. abortion, failure, fiasco ",,,,,,,
Mobilär,,, 1. furniture ,,,,,,,
Mode,,," 1. fashion, mode ",,,,,,,
Modell,,, 1. model ,,,,,,,
Modistin,,, 1. milliner ,,,,,,,
Mohammedaner,,," 1. Mohammedan, Moslem, Muslim, Mussulman ",,,,,,,
Mohn,,, 1. poppy ,,,,,,,
Mohrrübe,,, 1. carrot ,,,,,,,
Molch,,, 1. salamander ,,,,,,,
Molekül,,, 1. molecule ,,,,,,,
Molybdän,,, 1. molybdenum ,,,,,,,
Moment,,," 1. instant, moment ",,,,,,,
Monat,,, 1. month ,,,,,,,
Mond,,, 1. moon ,,,,,,,
Monokel,,, 1. monocle ,,,,,,,
Monolog,,," 1. monologue, soliloquy ",,,,,,,
Monopol,,, 1. monopoly ,,,,,,,
Monstrum,,, 1. monster ,,,,,,,
Montag,,, 1. Monday ,,,,,,,
Monument,,, 1. monument ,,,,,,,
Moos,,, 1. moss ,,,,,,,
Moped,,, 1. moped ,,,,,,,
Mops,,," 1. pug, pug-dog ",,,,,,,
Moralität,,, 1. morality ,,,,,,,
Morchel,,, 1. morel ,,,,,,,
Morgen,,, 1. morning ,,,,,,,
Morphin,,," 1. morphia, morphine ",,,,,,,
Morphium,,," 1. morphia, morphine ",,,,,,,
Mosaik,,," 1. mosaic, mosaic work ",,,,,,,
Moschee,,, 1. mosque ,,,,,,,
Moschuß,,, 1. musk ,,,,,,,
Moskito,,, 1. mosquito ,,,,,,,
Most,,, 1. must ,,,,,,,
Mostrich,,, 1. mustard ,,,,,,,
Motiv,,," 1. account, motive, reason ",,,,,,,
Motor,,," 1. engine, motor ",,,,,,,
Motorrad,,, 1. motorcycle ,,,,,,,
Motte,,, 1. moth ,,,,,,,
Motto,,, 1. motto ,,,,,,,
Mulde,,," 1. manger, trough ",,,,,,,
Mumie,,, 1. mummy ,,,,,,,
Mund,,, 1. mouth ,,,,,,,
Mundart,,, 1. dialect , 2. idiom ,,,,,,
Munition,,," 1. munition, ammunition ",,,,,,,
Muntjak,,," 1. barking dear, muntjac ",,,,,,,
Murmeln,,, 1. murmur ,,,,,,,
Murren,,, 1. murmur ,,,,,,,
Mus,,," 1. gruel, mess, mush ",,,,,,,
Muschel,,, 1. shell ,,,,,,,
Muse,,, 1. muse ,,,,,,,
Museum,,, 1. museum ,,,,,,,
Musik,,, 1. music ,,,,,,,
Musikaufführung,,, 1. concert ,,,,,,,
Musiker,,, 1. musician ,,,,,,,
Muskat,,, 1. nutmeg ,,,,,,,
Muskateller,,, 1. muscatel ,,,,,,,
Muskel,,, 1. muscle ,,,,,,,
Muskette,,, 1. musket ,,,,,,,
Musselin,,, 1. muslin ,,,,,,,
Muster,,, 1. model ," 2. sample, specimen ",,,,,,
Musterbild,,, 1. ideal ,,,,,,,
Mut,,, 1. courage ,,,,,,,
Muttchen,,," 1. mam, mammy, mom, mommy ",,,,,,,
Mutter,,, 1. nut , 2. mother , 3. nut ,,,,,
Mutterbrust,,," 1. breast, teat ",,,,,,,
Myriade,,, 1. myriad ,,,,,,,
Myrrhe,,, 1. myrrh ,,,,,,,
Mysterium,,, 1. mystery ,,,,,,,
Mystifikation,,, 1. mystification ,,,,,,,
Mystizismus,,, 1. mysticism ,,,,,,,
Mythologie,,, 1. mythology ,,,,,,,
Mythus,,, 1. myth ,,,,,,,
Mädchen,,," 1. girl, lass, wench ",,,,,,,
Männerrock,,, 1. jacket ,,,,,,,
Märchen,,, 1. fairy tale ,,,,,,,
Märtyrer,,, 1. martyr ,,,,,,,
März,,, 1. March ,,,,,,,
Möbel,,, 1. piece of furniture ,,,,,,,
Möhre,,, 1. carrot ,,,,,,,
Mönch,,, 1. monk ,,,,,,,
Mörtel,,, 1. morter ,,,,,,,
Möwe,,, 1. seagull ,,,,,,,
Mücke,,, 1. gnat ,,,,,,,
Mühe,,," 1. attempt, effort ", 2. effort ,,,,,,
Mühle,,, 1. mill ,,,,,,,
Mühsal,,," 1. attempt, effort ", 2. effort ,,,,,,
Müll,,," 1. debris, rubbish, rubble ",,,,,,,
München,,, 1. Munich ,,,,,,,
Mündung,,, 1. mouth , 2. mouth ,,,,,,
Münster,,, 1. cathedral ,,,,,,,
Münze,,, 1. coin ,,,,,,,
Mütterchen,,," 1. mam, mammy, mom, mommy ",,,,,,,
Mütze,,, 1. cap ,,,,,,,
Nabe,,," 1. hub, nave ",,,,,,,
Nabel,,, 1. navel ,,,,,,,
Nachbar,,, 1. neighbour ,,,,,,,
Nachbildung,,, 1. copy ,,,,,,,
Nachbleibsel,,," 1. remainder, rest ",,,,,,,
Nachen,,," 1. bark, barque ",,,,,,,
Nachhut,,," 1. defence, rear, rearguard ",,,,,,,
Nachkommenschaft,,, 1. offspring ,,,,,,,
Nachlaß,,," 1. abatement, discount, rebate ",,,,,,,
Nachmittag,,, 1. afternoon ,,,,,,,
Nachricht,,," 1. account, communication ",,,,,,,
Nachsicht,,, 1. mercy ,,,,,,,
Nachsuchung,,," 1. quest, search ",,,,,,,
Nacht-,,, 1. nocturnal ,,,,,,,
Nacht,,, 1. night ,,,,,,,
Nachtigall,,, 1. nightingale ,,,,,,,
Nachtisch,,, 1. dessert ,,,,,,,
Nachwuchs,,, 1. offspring ,,,,,,,
Nacken,,," 1. back of the neck, nape ",,,,,,,
Nadel,,, 1. needle ,,,,,,,
Nadir,,, 1. nadir ,,,,,,,
Nagel,,, 1. nail , 2. nail ,,,,,,
Nagelzieher,,, 1. pincers ,,,,,,,
Nahrung,,," 1. food, nourishment ",,,,,,,
Nahrungsmittel,,," 1. food, nourishment ",,,,,,,
Najade,,, 1. naiad ,,,,,,,
Name,,," 1. appellation, name ",,,,,,,
Naphta,,, 1. crude oil ,,,,,,,
Naphtalin,,," 1. naphthalene, naphthaline ",,,,,,,
Narbe,,, 1. scar ,,,,,,,
Narzisse,,," 1. daffodil, narcissus ",,,,,,,
Nase,,, 1. nose ,,,,,,,
Nashorn,,," 1. rhino, rhinoceros ",,,,,,,
Nation,,, 1. nation ,,,,,,,
Natrium,,, 1. sodium ,,,,,,,
Natter,,," 1. adder, viper ",,,,,,,
Natur,,, 1. nature ," 2. character, nature ",,,,,,
Naturscheinung,,, 1. phenomenon ,,,,,,,
Naturtrieb,,, 1. instinct ,,,,,,,
Nebel,,," 1. fog, mist ",,,,,,,
Nebenbuhler,,, 1. rival ,,,,,,,
Nebengeschäft,,," 1. affiliate, affiliation, branch ",,,,,,,
Neffe,,, 1. nephew ,,,,,,,
Neger,,, 1. Negro ,,,,,,,
Negligé,,," 1. négligé, undress ",,,,,,,
Nehmen,,, 1. grasp ,,,,,,,
Nekrolog,,, 1. obituary ,,,,,,,
Nektar,,, 1. nectar ,,,,,,,
Nelke,,," 1. carnation, pink ",,,,,,,
Neologismus,,, 1. neologism ,,,,,,,
Nerv,,, 1. nerve ,,,,,,,
Nesseltuch,,, 1. muslin ,,,,,,,
Nest,,," 1. den, nest ",,,,,,,
Netz,,," 1. net, network ",,,,,,,
Neues,,," 1. news, novelty, something new ",,,,,,,
Neuheit,,," 1. news, novelty, something new ", 2. newness ,,,,,,
Neuigkeit,,," 1. news, novelty, something new ",,,,,,,
Neujahrstag,,, 1. New Year's Day ,,,,,,,
Nichte,,, 1. niece ,,,,,,,
Nickel,,, 1. nickel ,,,,,,,
Niederlage,,, 1. defeat ,,,,,,,
Niederlande,,," 1. Holland, the Netherlands ",,,,,,,
Niederländer,,, 1. Dutchman ,,,,,,,
Niere,,, 1. kidney ,,,,,,,
Niesen,,, 1. sneeze ,,,,,,,
Nießwurz,,, 1. hellebore ,,,,,,,
Nimbus,,," 1. halo, nimbus ",,,,,,,
Nimwegen,,, 1. Nimwegen ,,,,,,,
Nische,,, 1. niche ,,,,,,,
Niveau,,, 1. level ,,,,,,,
Nomade,,, 1. nomad ,,,,,,,
Nonne,,, 1. nun ,,,,,,,
Nordafrika,,, 1. North Africa ,,,,,,,
Norden,,," 1. north, North ",,,,,,,
Nordkorea,,, 1. North Korea ,,,,,,,
Nordsee,,, 1. North Sea ,,,,,,,
Norm,,," 1. norm, standard ",,,,,,,
Norwegen,,, 1. Norway ,,,,,,,
Norweger,,, 1. Norwegian ,,,,,,,
Not,,, 1. misery ,,,,,,,
Notar,,, 1. notary ,,,,,,,
Notbremse,,, 1. communication-cord ,,,,,,,
Notizbuch,,," 1. agenda, appointment book ",,,,,,,
Novelle,,, 1. short story ,,,,,,,
November,,, 1. November ,,,,,,,
Novize,,, 1. novice ,,,,,,,
Nuance,,," 1. hue, nuance, shade, tint ",,,,,,,
Null,,," 1. naught, nought, null, zero, zilch ",,,,,,,
Numismatik,,, 1. numismatics ,,,,,,,
Nummer,,," 1. number, numeral ",,,,,,,
Nummerschild,,, 1. numberplate ,,,,,,,
Nutzen,,," 1. gain, profit "," 2. advantage, benefit ",,,,,,
Nuß,,, 1. nut ,,,,,,,
Nußbaum,,, 1. walnut-tree , 2. walnut-tree ,,,,,,
Nymphe,,, 1. nymph ,,,,,,,
Oase,,, 1. oasis ,,,,,,,
Ober-,,, 1. upper ,,,,,,,
Oberarm,,," 1. upper arm, upper-arm ",,,,,,,
Oberhaupt,,," 1. boss, chief, leader ",,,,,,,
Oberschenkel,,, 1. thigh ,,,,,,,
Oberst,,, 1. colonel ,,,,,,,
Objekt,,," 1. article, object, thing ",,,,,,,
Obligation,,, 1. bond ,,,,,,,
Oboe,,, 1. oboe ,,,,,,,
Obstbaum,,, 1. fruit-tree ,,,,,,,
Obststein,,," 1. core, nucleus, kernel, pit ",,,,,,,
Obstwein,,, 1. cider ,,,,,,,
Ochs,,, 1. ox ,,,,,,,
Ode,,, 1. ode ,,,,,,,
Ofen,,," 1. furnace, kiln, oven, stove ",,,,,,,
Offenbarung,,, 1. apocalypse ,,,,,,,
Offerte,,, 1. offer ,,,,,,,
Offizier,,, 1. officer ,,,,,,,
Ohr,,, 1. ear ,,,,,,,
Oktober,,, 1. October ,,,,,,,
Okulist,,," 1. oculist, ophtalmologist ",,,,,,,
Okzident,,," 1. west, West ",,,,,,,
Olive,,, 1. olive ,,,,,,,
Olivenbaum,,, 1. olive-tree , 2. olive-tree ,,,,,,
Olymp,,, 1. Olympus ,,,,,,,
Omnibus,,, 1. omnibus ,,,,,,,
Onkel,,, 1. uncle ,,,,,,,
Ontario,,, 1. Ontario ,,,,,,,
Onyx,,, 1. onyx ,,,,,,,
Opal,,, 1. opal ,,,,,,,
Oper,,, 1. opera ,,,,,,,
Operation,,," 1. operation, surgical operation ",,,,,,,
Opium,,, 1. opium ,,,,,,,
Opposition,,, 1. opposition ,,,,,,,
Optiker,,, 1. optician ,,,,,,,
Optimismus,,, 1. optimism ,,,,,,,
Optimist,,, 1. optimist ,,,,,,,
Orange,,, 1. orange ,,,,,,,
Orangenbaum,,, 1. orange-tree , 2. orange-tree ,,,,,,
Orchester,,, 1. orchestra ,,,,,,,
Orchidee,,, 1. orchid ,,,,,,,
Orden,,, 1. order ,,,,,,,
Ordnung,,, 1. order ,,,,,,,
Ordnungs-,,, 1. tidy ,,,,,,,
Organ,,, 1. organ ,,,,,,,
Organisation,,, 1. organization ,,,,,,,
Organismus,,, 1. organism ,,,,,,,
Orgel,,, 1. organ ,,,,,,,
Orgie,,, 1. orgy ,,,,,,,
Orient,,," 1. east, East ",,,,,,,
Original,,, 1. original ,,,,,,,
Orkan,,, 1. hurricane ,,,,,,,
Ornat,,, 1. robes of office ,,,,,,,
Ort,,, 1. place ," 2. location, place, spot "," 3. city, town ", 4. village ,,,,
Ortographie,,, 1. orthography ,,,,,,,
Osmium,,, 1. osmium ,,,,,,,
Ostasien,,, 1. East Asia ,,,,,,,
Osten,,," 1. east, East ",,,,,,,
Ostern,,, 1. Easter ,,,,,,,
Ostsee,,, 1. Baltic Sea , 2. Baltic ,,,,,,
Ouvertüre,,, 1. overture ,,,,,,,
Oval,,, 1. oval ,,,,,,,
Ovation,,, 1. ovation ,,,,,,,
Oxygen,,, 1. oxygen ,,,,,,,
Ozean,,, 1. ocean ,,,,,,,
Ozeanien,,," 1. Oceania, Oceanica ",,,,,,,
Ozon,,, 1. ozone ,,,,,,,
Paar-,,, 1. even ,,,,,,,
Page,,, 1. page ,,,,,,,
Paket,,," 1. packet, parcel ", 2. pack ,,,,,,
Palast,,, 1. palace ,,,,,,,
Paletot,,," 1. coat, overcoat ",,,,,,,
Palisade,,," 1. fence, palisade ",,,,,,,
Palladium,,, 1. palladium ,,,,,,,
Palme,,," 1. palm, palmtree ",,,,,,,
Palästina,,, 1. Palestine ,,,,,,,
Pamphlet,,, 1. pamphlet ,,,,,,,
Paneel,,," 1. dash-board, panel, wainscot ",,,,,,,
Panik,,, 1. panic ,,,,,,,
Panorama,,, 1. view ,,,,,,,
Panther,,, 1. panther ,,,,,,,
Pantoffel,,, 1. slipper ,,,,,,,
Pantomime,,, 1. pantomime ,,,,,,,
Panzer,,, 1. armour ,,,,,,,
Papagei,,, 1. parrot ,,,,,,,
Papier,,, 1. paper ,,,,,,,
Papierkorb,,, 1. paper-basket ,,,,,,,
Papierstreifen,,, 1. wrapper ,,,,,,,
Pappe,,, 1. cardboard ,,,,,,,
Pappel,,, 1. poplar ,,,,,,,
Paprika,,, 1. paprika ,,,,,,,
Papst,,, 1. pope ,,,,,,,
Parade,,," 1. display, parade ",,,,,,,
Parade machen,,," 1. display, parade ",,,,,,,
Paradies,,, 1. paradise ,,,,,,,
Paradoxon,,, 1. paradox ,,,,,,,
Parafin,,, 1. paraffin ,,,,,,,
Paragraph,,, 1. paragraph ,,,,,,,
Paralyse,,, 1. paralysis ,,,,,,,
Parenthese,,, 1. parenthesis ,,,,,,,
Parfüm,,, 1. perfume ,,,,,,,
Paris,,, 1. Paris ,,,,,,,
Park,,, 1. park ,,,,,,,
Parlament,,, 1. parliament ,,,,,,,
Partei,,," 1. faction, party, side ",,,,,,,
Parterre,,, 1. parterre ,,,,,,,
Particip,,, 1. participle ,,,,,,,
Participium,,, 1. participle ,,,,,,,
Partie,,," 1. part, piece, share ",,,,,,,
Parzelle,,," 1. lot, parcel ",,,,,,,
Passagier,,, 1. passenger ,,,,,,,
Passion,,," 1. lust, passion ",,,,,,,
Pasta,,," 1. dough, paste ",,,,,,,
Paste,,," 1. dough, paste ",,,,,,,
Pastell,,, 1. pastel ,,,,,,,
Pastete,,," 1. pate, pie ",,,,,,,
Pastor,,, 1. pastor ," 2. clergyman, pastor, priest ",,,,,,
Pate,,, 1. godfather ,,,,,,,
Patent,,, 1. patent ,,,,,,,
Pater,,, 1. father ,,,,,,,
Patient,,, 1. patient ,,,,,,,
Patriarch,,, 1. patriarch ,,,,,,,
Patriot,,, 1. patriot ,,,,,,,
Patriotismus,,, 1. patriotism ,,,,,,,
Patrize,,," 1. die, stamp ",,,,,,,
Patron,,, 1. patron ,,,,,,,
Patrone,,, 1. cartridge ,,,,,,,
Patrouille,,, 1. patrol ,,,,,,,
Pause,,," 1. break, intermission, pause, recess ",,,,,,,
Pavian,,, 1. baboon ,,,,,,,
Pavillon,,, 1. pavilion ,,,,,,,
Paß,,, 1. passport ,,,,,,,
Pech,,, 1. pitch ,,,,,,,
Pedal,,, 1. pedal ,,,,,,,
Pein,,, 1. torment ,,,,,,,
Peitsche,,, 1. whip ,,,,,,,
Peking,,," 1. Peiping, Peking ",,,,,,,
Pelikan,,, 1. pelican ,,,,,,,
Peltz,,," 1. fur, hide, skin ",,,,,,,
Pelz,,," 1. fur, fur coat, fur piece ",,,,,,,
Penny,,, 1. penny ,,,,,,,
Pension,,," 1. boarding house, boarding school ",,,,,,,
Pensum,,," 1. job, assigned job, task ",,,,,,,
Pepsin,,, 1. pepsin ,,,,,,,
Pergament,,, 1. parchment ,,,,,,,
